







































77864557754958477275,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA2b4C0Af19cC16a6CfAcCe81F192B024d625817D,0x4D5Ed14Cb1806e4a18D483f6786080Af04fe0DE5,1630096839

0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2768dc330BB7961B0b42b5E2F97042bBc42e8Ed2,0x82997d6629fd80B70eb1d3FbFA755baDE32E8B79,1660298433

64060400448013915627,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xB893A8049f250b57eFA8C62D51527a22404D7c9A,0x45187784f5a78008dDe42D9465Eb7320a75C0f63,1635716727
1946391994156854503,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA2b4C0Af19cC16a6CfAcCe81F192B024d625817D,0x764D4Dd89f59ea51014EcAb391Cb663ceE9B38ab,1620761999
15883285208447284437,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0x3097b4E6b308309A7001D111D29889630A0FD1ad,1612598402
55113899453267412770091,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x522A2bCa3497Ed98058B23102a8eE0c165a58bA5,1620649408
6030007231960609734853112860,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF1e4b3403E857760cc75BA2a6779E4CF0eFE02c4,0xbb401d3A57F3707055A3005eB16bf01874CE282c,1620726212
600000000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x97b65710D03E12775189F0D113202cc1443b0aa2,0xf8603f748019Ce6C39Ec3Fcee6954610eBdE5d8E,1621228890

777834950988853800,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x84cA8bc7997272c7CfB4D0Cd3D55cd942B3c9419,0xAA9f4087625285AA75Ab18C02e420355C150427c,1616487310976

199237687504404723760,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC1a85Faa09c7f7247899F155439c5488B43E8429,0x9EC1794f1bC0B16439AE83B5e58756F744c41394,1639374514


